Region,Country,City,Year,YearlyAvgTemp
Africa,Ivory Coast,Abidjan,1995,80.58
Africa,Ivory Coast,Abidjan,1996,80.51
Africa,Ivory Coast,Abidjan,1997,80.28
Africa,Ivory Coast,Abidjan,1998,81.11
Africa,Ivory Coast,Abidjan,1999,80.57
Africa,Ivory Coast,Abidjan,2000,79.89
Africa,Ivory Coast,Abidjan,2001,79.95
Africa,Ivory Coast,Abidjan,2002,80.43
Africa,Ivory Coast,Abidjan,2003,80.29
Africa,Ivory Coast,Abidjan,2004,80.57
Africa,Ivory Coast,Abidjan,2005,80.56
Africa,Ivory Coast,Abidjan,2006,78.7
Africa,Ivory Coast,Abidjan,2007,77.26
Africa,Ivory Coast,Abidjan,2008,79.65
Africa,Ivory Coast,Abidjan,2009,78.65
Africa,Ivory Coast,Abidjan,2010,80.57
Africa,Ivory Coast,Abidjan,2011,78.87
Africa,Ivory Coast,Abidjan,2012,79.85
Africa,Ivory Coast,Abidjan,2013,80.29
Africa,Ivory Coast,Abidjan,2014,80.3
Africa,Ivory Coast,Abidjan,2015,80.62
Africa,Ivory Coast,Abidjan,2016,81.31
Africa,Ivory Coast,Abidjan,2017,81.25
Africa,Ivory Coast,Abidjan,2018,81.39
Africa,Ivory Coast,Abidjan,2019,81.52
North America,United States of America,Abilene,1995,63.4
North America,United States of America,Abilene,1996,63.4
North America,United States of America,Abilene,1997,62.57
North America,United States of America,Abilene,1998,66.61
North America,United States of America,Abilene,1999,66.05
North America,United States of America,Abilene,2000,66.1
North America,United States of America,Abilene,2001,64.49
North America,United States of America,Abilene,2002,63.12
North America,United States of America,Abilene,2003,64.42
North America,United States of America,Abilene,2004,63.23
North America,United States of America,Abilene,2005,64.74
North America,United States of America,Abilene,2006,66.49
North America,United States of America,Abilene,2007,63.26
North America,United States of America,Abilene,2008,64.51
North America,United States of America,Abilene,2009,64.38
North America,United States of America,Abilene,2010,64.33
North America,United States of America,Abilene,2011,67.33
North America,United States of America,Abilene,2012,67.17
North America,United States of America,Abilene,2013,64.52
North America,United States of America,Abilene,2014,65.11
North America,United States of America,Abilene,2015,65.12
North America,United States of America,Abilene,2016,65.78
North America,United States of America,Abilene,2017,65.1
North America,United States of America,Abilene,2018,64.42
North America,United States of America,Abilene,2019,65.32
Middle East,United Arab Emirates,Abu Dhabi,1995,80.68
Middle East,United Arab Emirates,Abu Dhabi,1996,81.81
Middle East,United Arab Emirates,Abu Dhabi,1997,80.81
Middle East,United Arab Emirates,Abu Dhabi,1998,83.73
Middle East,United Arab Emirates,Abu Dhabi,1999,83.46
Middle East,United Arab Emirates,Abu Dhabi,2000,82.62
Middle East,United Arab Emirates,Abu Dhabi,2001,82.4
Middle East,United Arab Emirates,Abu Dhabi,2002,82.86
Middle East,United Arab Emirates,Abu Dhabi,2003,83.34
Middle East,United Arab Emirates,Abu Dhabi,2004,83.04
Middle East,United Arab Emirates,Abu Dhabi,2005,82.36
Middle East,United Arab Emirates,Abu Dhabi,2006,82.04
Middle East,United Arab Emirates,Abu Dhabi,2007,82.34
Middle East,United Arab Emirates,Abu Dhabi,2008,81.49
Middle East,United Arab Emirates,Abu Dhabi,2009,82.57
Middle East,United Arab Emirates,Abu Dhabi,2010,83.8
Middle East,United Arab Emirates,Abu Dhabi,2011,83.33
Middle East,United Arab Emirates,Abu Dhabi,2012,83.29
Middle East,United Arab Emirates,Abu Dhabi,2013,82.68
Middle East,United Arab Emirates,Abu Dhabi,2014,82.93
Middle East,United Arab Emirates,Abu Dhabi,2015,84.78
Middle East,United Arab Emirates,Abu Dhabi,2016,83.84
Middle East,United Arab Emirates,Abu Dhabi,2017,84.86
Middle East,United Arab Emirates,Abu Dhabi,2018,84.97
Middle East,United Arab Emirates,Abu Dhabi,2019,84.15
Africa,Ethiopia,Addis Ababa,1995,62.29
Africa,Ethiopia,Addis Ababa,1996,61.66
Africa,Ethiopia,Addis Ababa,1997,62.88
Africa,Ethiopia,Addis Ababa,1998,62.41
Africa,Ethiopia,Addis Ababa,1999,62.63
Africa,Ethiopia,Addis Ababa,2000,62.54
Africa,Ethiopia,Addis Ababa,2001,63.91
Africa,Ethiopia,Addis Ababa,2002,66.16
Africa,Ethiopia,Addis Ababa,2003,64.15
Africa,Ethiopia,Addis Ababa,2004,63.44
Africa,Ethiopia,Addis Ababa,2005,64.18
Africa,Ethiopia,Addis Ababa,2006,63.89
Africa,Ethiopia,Addis Ababa,2007,62.57
Africa,Ethiopia,Addis Ababa,2008,63.14
Africa,Ethiopia,Addis Ababa,2009,62.74
Africa,Ethiopia,Addis Ababa,2010,61.44
Africa,Ethiopia,Addis Ababa,2011,62.79
Africa,Ethiopia,Addis Ababa,2012,62.49
Africa,Ethiopia,Addis Ababa,2013,62.98
Africa,Ethiopia,Addis Ababa,2014,63.63
Africa,Ethiopia,Addis Ababa,2015,64.1
Africa,Ethiopia,Addis Ababa,2016,63.1
Africa,Ethiopia,Addis Ababa,2017,62.45
Africa,Ethiopia,Addis Ababa,2018,62.12
Africa,Ethiopia,Addis Ababa,2019,63.12
North America,United States of America,Akron Canton,1995,49.29
North America,United States of America,Akron Canton,1996,48.05
North America,United States of America,Akron Canton,1997,48.57
North America,United States of America,Akron Canton,1998,52.81
North America,United States of America,Akron Canton,1999,51.03
North America,United States of America,Akron Canton,2000,49.25
North America,United States of America,Akron Canton,2001,51.09
North America,United States of America,Akron Canton,2002,50.84
North America,United States of America,Akron Canton,2003,49.22
North America,United States of America,Akron Canton,2004,49.53
North America,United States of America,Akron Canton,2005,50.3
North America,United States of America,Akron Canton,2006,51.32
North America,United States of America,Akron Canton,2007,50.75
North America,United States of America,Akron Canton,2008,49.21
North America,United States of America,Akron Canton,2009,49.58
North America,United States of America,Akron Canton,2010,51.03
North America,United States of America,Akron Canton,2011,51.45
North America,United States of America,Akron Canton,2012,53.61
North America,United States of America,Akron Canton,2013,50.73
North America,United States of America,Akron Canton,2014,49.28
North America,United States of America,Akron Canton,2015,51.93
North America,United States of America,Akron Canton,2016,53.03
North America,United States of America,Akron Canton,2017,53.26
North America,United States of America,Akron Canton,2018,52.24
North America,United States of America,Akron Canton,2019,52.52
North America,United States of America,Albany,1995,48.77
North America,United States of America,Albany,1996,47.5
North America,United States of America,Albany,1997,47.46
North America,United States of America,Albany,1998,51.26
North America,United States of America,Albany,1999,49.9
North America,United States of America,Albany,2000,47.32
North America,United States of America,Albany,2001,50.02
North America,United States of America,Albany,2002,49.67
North America,United States of America,Albany,2003,47.7
North America,United States of America,Albany,2004,48.2
North America,United States of America,Albany,2005,49.4
North America,United States of America,Albany,2006,50.74
North America,United States of America,Albany,2007,48.78
North America,United States of America,Albany,2008,49.16
North America,United States of America,Albany,2009,48.02
North America,United States of America,Albany,2010,50.5
North America,United States of America,Albany,2011,50.24
North America,United States of America,Albany,2012,51.7
North America,United States of America,Albany,2013,49.0
North America,United States of America,Albany,2014,48.51
North America,United States of America,Albany,2015,49.93
North America,United States of America,Albany,2016,51.26
North America,United States of America,Albany,2017,50.4
North America,United States of America,Albany,2018,50.48
North America,United States of America,Albany,2019,49.76
North America,United States of America,Albuquerque,1995,59.01
North America,United States of America,Albuquerque,1996,58.48
North America,United States of America,Albuquerque,1997,56.17
North America,United States of America,Albuquerque,1998,57.49
North America,United States of America,Albuquerque,1999,57.48
North America,United States of America,Albuquerque,2000,58.44
North America,United States of America,Albuquerque,2001,58.31
North America,United States of America,Albuquerque,2002,57.95
North America,United States of America,Albuquerque,2003,59.26
North America,United States of America,Albuquerque,2004,57.26
North America,United States of America,Albuquerque,2005,58.5
North America,United States of America,Albuquerque,2006,57.97
North America,United States of America,Albuquerque,2007,57.79
North America,United States of America,Albuquerque,2008,57.36
North America,United States of America,Albuquerque,2009,58.01
North America,United States of America,Albuquerque,2010,58.23
North America,United States of America,Albuquerque,2011,58.31
North America,United States of America,Albuquerque,2012,59.85
North America,United States of America,Albuquerque,2013,57.55
North America,United States of America,Albuquerque,2014,58.8
North America,United States of America,Albuquerque,2015,58.31
North America,United States of America,Albuquerque,2016,59.09
North America,United States of America,Albuquerque,2017,59.93
North America,United States of America,Albuquerque,2018,59.22
North America,United States of America,Albuquerque,2019,57.37
Africa,Algeria,Algiers,1995,64.41
Africa,Algeria,Algiers,1996,63.53
Africa,Algeria,Algiers,1997,64.93
Africa,Algeria,Algiers,1998,63.62
Africa,Algeria,Algiers,1999,64.92
Africa,Algeria,Algiers,2000,64.18
Africa,Algeria,Algiers,2001,64.67
Africa,Algeria,Algiers,2002,64.14
Africa,Algeria,Algiers,2003,65.49
Africa,Algeria,Algiers,2004,64.09
Africa,Algeria,Algiers,2005,62.91
Africa,Algeria,Algiers,2006,64.93
Africa,Algeria,Algiers,2007,63.61
Africa,Algeria,Algiers,2008,63.98
Africa,Algeria,Algiers,2009,64.71
Africa,Algeria,Algiers,2010,64.27
Africa,Algeria,Algiers,2011,64.96
Africa,Algeria,Algiers,2012,64.29
Africa,Algeria,Algiers,2013,63.7
Africa,Algeria,Algiers,2014,65.65
Africa,Algeria,Algiers,2015,64.94
Africa,Algeria,Algiers,2016,65.31
Africa,Algeria,Algiers,2017,65.0
Africa,Algeria,Algiers,2018,64.42
Africa,Algeria,Algiers,2019,64.99
North America,United States of America,Allentown,1995,52.3
North America,United States of America,Allentown,1996,50.08
North America,United States of America,Allentown,1997,50.74
North America,United States of America,Allentown,1998,54.91
North America,United States of America,Allentown,1999,52.83
North America,United States of America,Allentown,2000,50.56
North America,United States of America,Allentown,2001,52.27
North America,United States of America,Allentown,2002,52.91
North America,United States of America,Allentown,2003,51.23
North America,United States of America,Allentown,2004,51.91
North America,United States of America,Allentown,2005,52.54
North America,United States of America,Allentown,2006,53.91
North America,United States of America,Allentown,2007,52.5
North America,United States of America,Allentown,2008,51.85
North America,United States of America,Allentown,2009,51.26
North America,United States of America,Allentown,2010,53.34
North America,United States of America,Allentown,2011,53.75
North America,United States of America,Allentown,2012,54.63
North America,United States of America,Allentown,2013,52.25
North America,United States of America,Allentown,2014,51.07
North America,United States of America,Allentown,2015,53.16
North America,United States of America,Allentown,2016,54.57
North America,United States of America,Allentown,2017,54.26
North America,United States of America,Allentown,2018,54.09
North America,United States of America,Allentown,2019,54.44
Asia,Kazakhstan,Almaty,1995,48.61
Asia,Kazakhstan,Almaty,1996,46.73
Asia,Kazakhstan,Almaty,1997,50.08
Asia,Kazakhstan,Almaty,1998,48.83
Asia,Kazakhstan,Almaty,1999,49.84
Asia,Kazakhstan,Almaty,2000,50.02
Asia,Kazakhstan,Almaty,2001,49.96
Asia,Kazakhstan,Almaty,2002,50.21
Asia,Kazakhstan,Almaty,2003,48.07
Asia,Kazakhstan,Almaty,2004,50.12
Asia,Kazakhstan,Almaty,2005,49.29
Asia,Kazakhstan,Almaty,2006,50.31
Asia,Kazakhstan,Almaty,2007,49.71
Asia,Kazakhstan,Almaty,2008,50.03
Asia,Kazakhstan,Almaty,2009,49.07
Asia,Kazakhstan,Almaty,2010,49.12
Asia,Kazakhstan,Almaty,2011,48.48
Asia,Kazakhstan,Almaty,2012,47.87
Asia,Kazakhstan,Almaty,2013,51.32
Asia,Kazakhstan,Almaty,2014,49.93
Asia,Kazakhstan,Almaty,2015,53.32
Asia,Kazakhstan,Almaty,2016,52.67
Asia,Kazakhstan,Almaty,2017,52.13
Asia,Kazakhstan,Almaty,2018,50.93
Asia,Kazakhstan,Almaty,2019,53.12
North America,United States of America,Amarillo,1995,56.52
North America,United States of America,Amarillo,1996,56.79
North America,United States of America,Amarillo,1997,54.97
North America,United States of America,Amarillo,1998,58.68
North America,United States of America,Amarillo,1999,57.16
North America,United States of America,Amarillo,2000,58.17
North America,United States of America,Amarillo,2001,58.66
North America,United States of America,Amarillo,2002,56.62
North America,United States of America,Amarillo,2003,57.79
North America,United States of America,Amarillo,2004,56.92
North America,United States of America,Amarillo,2005,57.05
North America,United States of America,Amarillo,2006,57.82
North America,United States of America,Amarillo,2007,57.11
North America,United States of America,Amarillo,2008,57.17
North America,United States of America,Amarillo,2009,56.66
North America,United States of America,Amarillo,2010,57.32
North America,United States of America,Amarillo,2011,59.49
North America,United States of America,Amarillo,2012,60.87
North America,United States of America,Amarillo,2013,57.85
North America,United States of America,Amarillo,2014,57.42
North America,United States of America,Amarillo,2015,58.02
North America,United States of America,Amarillo,2016,59.29
North America,United States of America,Amarillo,2017,58.86
North America,United States of America,Amarillo,2018,58.63
North America,United States of America,Amarillo,2019,57.4
Middle East,Jordan,Amman,1995,63.29
Middle East,Jordan,Amman,1996,64.39
Middle East,Jordan,Amman,1997,62.61
Middle East,Jordan,Amman,1998,65.46
Middle East,Jordan,Amman,1999,64.94
Middle East,Jordan,Amman,2000,63.86
Middle East,Jordan,Amman,2001,65.15
Middle East,Jordan,Amman,2002,63.95
Middle East,Jordan,Amman,2003,63.91
Middle East,Jordan,Amman,2004,64.26
Middle East,Jordan,Amman,2005,64.39
Middle East,Jordan,Amman,2006,64.27
Middle East,Jordan,Amman,2007,64.64
Middle East,Jordan,Amman,2008,65.21
Middle East,Jordan,Amman,2009,65.04
Middle East,Jordan,Amman,2010,68.18
Middle East,Jordan,Amman,2011,63.8
Middle East,Jordan,Amman,2012,65.64
Middle East,Jordan,Amman,2013,64.82
Middle East,Jordan,Amman,2014,65.45
Middle East,Jordan,Amman,2015,65.25
Middle East,Jordan,Amman,2016,65.99
Middle East,Jordan,Amman,2017,65.74
Middle East,Jordan,Amman,2018,66.63
Middle East,Jordan,Amman,2019,65.2
Europe,The Netherlands,Amsterdam,1995,50.89
Europe,The Netherlands,Amsterdam,1996,47.45
Europe,The Netherlands,Amsterdam,1997,50.49
Europe,The Netherlands,Amsterdam,1998,51.12
Europe,The Netherlands,Amsterdam,1999,52.06
Europe,The Netherlands,Amsterdam,2000,51.84
Europe,The Netherlands,Amsterdam,2001,51.15
Europe,The Netherlands,Amsterdam,2002,51.6
Europe,The Netherlands,Amsterdam,2003,51.27
Europe,The Netherlands,Amsterdam,2004,51.28
Europe,The Netherlands,Amsterdam,2005,51.75
Europe,The Netherlands,Amsterdam,2006,52.44
Europe,The Netherlands,Amsterdam,2007,52.6
Europe,The Netherlands,Amsterdam,2008,51.49
Europe,The Netherlands,Amsterdam,2009,51.31
Europe,The Netherlands,Amsterdam,2010,48.61
Europe,The Netherlands,Amsterdam,2011,51.88
Europe,The Netherlands,Amsterdam,2012,50.73
Europe,The Netherlands,Amsterdam,2013,49.93
Europe,The Netherlands,Amsterdam,2014,53.33
Europe,The Netherlands,Amsterdam,2015,51.87
Europe,The Netherlands,Amsterdam,2016,51.81
Europe,The Netherlands,Amsterdam,2017,52.11
Europe,The Netherlands,Amsterdam,2018,52.85
Europe,The Netherlands,Amsterdam,2019,52.47
North America,United States of America,Anchorage,1995,37.54
North America,United States of America,Anchorage,1996,35.03
North America,United States of America,Anchorage,1997,38.5
North America,United States of America,Anchorage,1998,37.77
North America,United States of America,Anchorage,1999,34.88
North America,United States of America,Anchorage,2000,38.33
North America,United States of America,Anchorage,2001,37.48
North America,United States of America,Anchorage,2002,39.21
North America,United States of America,Anchorage,2003,39.37
North America,United States of America,Anchorage,2004,38.84
North America,United States of America,Anchorage,2005,39.53
North America,United States of America,Anchorage,2006,36.13
North America,United States of America,Anchorage,2007,37.05
North America,United States of America,Anchorage,2008,34.86
North America,United States of America,Anchorage,2009,36.73
North America,United States of America,Anchorage,2010,37.64
North America,United States of America,Anchorage,2011,37.01
North America,United States of America,Anchorage,2012,35.01
North America,United States of America,Anchorage,2013,38.61
North America,United States of America,Anchorage,2014,40.82
North America,United States of America,Anchorage,2015,40.16
North America,United States of America,Anchorage,2016,41.62
North America,United States of America,Anchorage,2017,37.92
North America,United States of America,Anchorage,2018,40.83
North America,United States of America,Anchorage,2019,42.82
Middle East,Turkey,Ankara,1995,50.13
Middle East,Turkey,Ankara,1996,50.58
Middle East,Turkey,Ankara,1997,48.54
Middle East,Turkey,Ankara,1998,52.03
Middle East,Turkey,Ankara,1999,51.55
Middle East,Turkey,Ankara,2000,49.05
Middle East,Turkey,Ankara,2001,52.77
Middle East,Turkey,Ankara,2002,49.97
Middle East,Turkey,Ankara,2003,51.42
Middle East,Turkey,Ankara,2004,50.25
Middle East,Turkey,Ankara,2005,50.87
Middle East,Turkey,Ankara,2006,50.71
Middle East,Turkey,Ankara,2007,52.69
Middle East,Turkey,Ankara,2008,51.0
Middle East,Turkey,Ankara,2009,51.76
Middle East,Turkey,Ankara,2010,54.43
Middle East,Turkey,Ankara,2011,49.66
Middle East,Turkey,Ankara,2012,51.49
Middle East,Turkey,Ankara,2013,52.02
Middle East,Turkey,Ankara,2014,53.82
Middle East,Turkey,Ankara,2015,52.03
Middle East,Turkey,Ankara,2016,52.26
Middle East,Turkey,Ankara,2017,51.79
Middle East,Turkey,Ankara,2018,54.77
Middle East,Turkey,Ankara,2019,52.83
Africa,Madagascar,Antananarivo,1995,66.24
Africa,Madagascar,Antananarivo,1996,65.73
Africa,Madagascar,Antananarivo,1997,66.87
Africa,Madagascar,Antananarivo,1998,65.32
Africa,Madagascar,Antananarivo,1999,65.14
Africa,Madagascar,Antananarivo,2000,65.11
Africa,Madagascar,Antananarivo,2001,66.21
Africa,Madagascar,Antananarivo,2002,65.93
Africa,Madagascar,Antananarivo,2003,65.86
Africa,Madagascar,Antananarivo,2004,65.35
Africa,Madagascar,Antananarivo,2005,65.54
Africa,Madagascar,Antananarivo,2006,65.43
Africa,Madagascar,Antananarivo,2007,65.55
Africa,Madagascar,Antananarivo,2008,65.18
Africa,Madagascar,Antananarivo,2009,65.88
Africa,Madagascar,Antananarivo,2010,66.61
Africa,Madagascar,Antananarivo,2011,66.66
Africa,Madagascar,Antananarivo,2012,54.4
Africa,Madagascar,Antananarivo,2013,64.36
Africa,Madagascar,Antananarivo,2014,66.29
Africa,Madagascar,Antananarivo,2015,66.22
Africa,Madagascar,Antananarivo,2016,65.66
Africa,Madagascar,Antananarivo,2017,66.2
Africa,Madagascar,Antananarivo,2018,65.99
Africa,Madagascar,Antananarivo,2019,67.2
Asia,Turkmenistan,Ashabad,1995,63.47
Asia,Turkmenistan,Ashabad,1996,61.5
Asia,Turkmenistan,Ashabad,1997,63.04
Asia,Turkmenistan,Ashabad,1998,64.46
Asia,Turkmenistan,Ashabad,1999,64.41
Asia,Turkmenistan,Ashabad,2000,64.22
Asia,Turkmenistan,Ashabad,2001,64.29
Asia,Turkmenistan,Ashabad,2002,63.29
Asia,Turkmenistan,Ashabad,2003,62.27
Asia,Turkmenistan,Ashabad,2004,63.78
Asia,Turkmenistan,Ashabad,2005,64.36
Asia,Turkmenistan,Ashabad,2006,64.21
Asia,Turkmenistan,Ashabad,2007,63.28
Asia,Turkmenistan,Ashabad,2008,63.31
Asia,Turkmenistan,Ashabad,2009,63.33
Asia,Turkmenistan,Ashabad,2010,65.38
Asia,Turkmenistan,Ashabad,2011,62.84
Asia,Turkmenistan,Ashabad,2012,63.45
Asia,Turkmenistan,Ashabad,2013,65.19
Asia,Turkmenistan,Ashabad,2014,63.93
Asia,Turkmenistan,Ashabad,2015,65.06
Asia,Turkmenistan,Ashabad,2016,64.81
Asia,Turkmenistan,Ashabad,2017,64.5
Asia,Turkmenistan,Ashabad,2018,65.45
Asia,Turkmenistan,Ashabad,2019,65.19
North America,United States of America,Asheville,1995,55.03
North America,United States of America,Asheville,1996,52.85
North America,United States of America,Asheville,1997,53.91
North America,United States of America,Asheville,1998,57.22
North America,United States of America,Asheville,1999,56.26
North America,United States of America,Asheville,2000,54.72
North America,United States of America,Asheville,2001,55.99
North America,United States of America,Asheville,2002,56.18
North America,United States of America,Asheville,2003,54.74
North America,United States of America,Asheville,2004,55.66
North America,United States of America,Asheville,2005,55.41
North America,United States of America,Asheville,2006,55.3
North America,United States of America,Asheville,2007,56.37
North America,United States of America,Asheville,2008,55.22
North America,United States of America,Asheville,2009,54.7
North America,United States of America,Asheville,2010,54.5
North America,United States of America,Asheville,2011,56.83
North America,United States of America,Asheville,2012,57.47
North America,United States of America,Asheville,2013,55.06
North America,United States of America,Asheville,2014,54.83
North America,United States of America,Asheville,2015,57.5
North America,United States of America,Asheville,2016,57.67
North America,United States of America,Asheville,2017,57.74
North America,United States of America,Asheville,2018,57.39
North America,United States of America,Asheville,2019,58.27
Europe,Greece,Athens,1995,64.95
Europe,Greece,Athens,1996,64.54
Europe,Greece,Athens,1997,63.94
Europe,Greece,Athens,1998,65.5
Europe,Greece,Athens,1999,66.72
Europe,Greece,Athens,2000,65.8
Europe,Greece,Athens,2001,66.14
Europe,Greece,Athens,2002,65.2
Europe,Greece,Athens,2003,64.92
Europe,Greece,Athens,2004,64.65
Europe,Greece,Athens,2005,64.27
Europe,Greece,Athens,2006,64.17
Europe,Greece,Athens,2007,65.77
Europe,Greece,Athens,2008,65.9
Europe,Greece,Athens,2009,65.75
Europe,Greece,Athens,2010,67.13
Europe,Greece,Athens,2011,66.22
Europe,Greece,Athens,2012,60.16
North America,United States of America,Atlanta,1995,62.65
North America,United States of America,Atlanta,1996,62.27
North America,United States of America,Atlanta,1997,61.0
North America,United States of America,Atlanta,1998,63.35
North America,United States of America,Atlanta,1999,62.87
North America,United States of America,Atlanta,2000,61.71
North America,United States of America,Atlanta,2001,62.14
North America,United States of America,Atlanta,2002,62.34
North America,United States of America,Atlanta,2003,61.44
North America,United States of America,Atlanta,2004,62.38
North America,United States of America,Atlanta,2005,61.87
North America,United States of America,Atlanta,2006,63.16
North America,United States of America,Atlanta,2007,64.04
North America,United States of America,Atlanta,2008,62.11
North America,United States of America,Atlanta,2009,61.68
North America,United States of America,Atlanta,2010,62.05
North America,United States of America,Atlanta,2011,63.86
North America,United States of America,Atlanta,2012,65.01
North America,United States of America,Atlanta,2013,61.69
North America,United States of America,Atlanta,2014,61.75
North America,United States of America,Atlanta,2015,64.17
North America,United States of America,Atlanta,2016,65.21
North America,United States of America,Atlanta,2017,64.85
North America,United States of America,Atlanta,2018,63.81
North America,United States of America,Atlanta,2019,65.57
North America,United States of America,Atlantic City,1995,53.52
North America,United States of America,Atlantic City,1996,52.73
North America,United States of America,Atlantic City,1997,53.28
North America,United States of America,Atlantic City,1998,56.44
North America,United States of America,Atlantic City,1999,55.03
North America,United States of America,Atlantic City,2000,53.38
North America,United States of America,Atlantic City,2001,55.1
North America,United States of America,Atlantic City,2002,55.66
North America,United States of America,Atlantic City,2003,53.34
North America,United States of America,Atlantic City,2004,54.16
North America,United States of America,Atlantic City,2005,54.6
North America,United States of America,Atlantic City,2006,56.54
North America,United States of America,Atlantic City,2007,55.74
North America,United States of America,Atlantic City,2008,55.88
North America,United States of America,Atlantic City,2009,54.93
North America,United States of America,Atlantic City,2010,56.22
North America,United States of America,Atlantic City,2011,57.21
North America,United States of America,Atlantic City,2012,57.19
North America,United States of America,Atlantic City,2013,54.03
North America,United States of America,Atlantic City,2014,53.27
North America,United States of America,Atlantic City,2015,55.77
North America,United States of America,Atlantic City,2016,56.3
North America,United States of America,Atlantic City,2017,56.9
North America,United States of America,Atlantic City,2018,56.75
North America,United States of America,Atlantic City,2019,56.61
Australia/South Pacific,New Zealand,Auckland,1995,59.68
Australia/South Pacific,New Zealand,Auckland,1996,59.46
Australia/South Pacific,New Zealand,Auckland,1997,58.7
Australia/South Pacific,New Zealand,Auckland,1998,61.25
Australia/South Pacific,New Zealand,Auckland,1999,60.21
Australia/South Pacific,New Zealand,Auckland,2000,59.89
Australia/South Pacific,New Zealand,Auckland,2001,59.79
Australia/South Pacific,New Zealand,Auckland,2002,59.52
Australia/South Pacific,New Zealand,Auckland,2003,59.3
Australia/South Pacific,New Zealand,Auckland,2004,58.55
Australia/South Pacific,New Zealand,Auckland,2005,60.49
Australia/South Pacific,New Zealand,Auckland,2006,59.03
Australia/South Pacific,New Zealand,Auckland,2007,59.73
Australia/South Pacific,New Zealand,Auckland,2008,59.88
Australia/South Pacific,New Zealand,Auckland,2009,58.86
Australia/South Pacific,New Zealand,Auckland,2010,60.25
Australia/South Pacific,New Zealand,Auckland,2011,60.11
Australia/South Pacific,New Zealand,Auckland,2012,59.11
Australia/South Pacific,New Zealand,Auckland,2013,60.44
Australia/South Pacific,New Zealand,Auckland,2014,59.67
Australia/South Pacific,New Zealand,Auckland,2015,59.76
Australia/South Pacific,New Zealand,Auckland,2016,60.88
Australia/South Pacific,New Zealand,Auckland,2017,60.52
Australia/South Pacific,New Zealand,Auckland,2018,60.58
Australia/South Pacific,New Zealand,Auckland,2019,60.56
North America,United States of America,Austin,1995,68.28
North America,United States of America,Austin,1996,67.98
North America,United States of America,Austin,1997,66.59
North America,United States of America,Austin,1998,70.42
North America,United States of America,Austin,1999,69.45
North America,United States of America,Austin,2000,68.47
North America,United States of America,Austin,2001,66.71
North America,United States of America,Austin,2002,66.89
North America,United States of America,Austin,2003,67.35
North America,United States of America,Austin,2004,67.67
North America,United States of America,Austin,2005,68.95
North America,United States of America,Austin,2006,70.1
North America,United States of America,Austin,2007,66.42
North America,United States of America,Austin,2008,68.08
North America,United States of America,Austin,2009,68.43
North America,United States of America,Austin,2010,67.09
North America,United States of America,Austin,2011,69.81
North America,United States of America,Austin,2012,69.35
North America,United States of America,Austin,2013,67.54
North America,United States of America,Austin,2014,66.86
North America,United States of America,Austin,2015,67.46
North America,United States of America,Austin,2016,69.26
North America,United States of America,Austin,2017,70.29
North America,United States of America,Austin,2018,68.56
North America,United States of America,Austin,2019,68.79
North America,United States of America,Baltimore,1995,56.93
North America,United States of America,Baltimore,1996,53.54
North America,United States of America,Baltimore,1997,55.21
North America,United States of America,Baltimore,1998,58.16
North America,United States of America,Baltimore,1999,56.28
North America,United States of America,Baltimore,2000,54.67
North America,United States of America,Baltimore,2001,56.16
North America,United States of America,Baltimore,2002,56.7
North America,United States of America,Baltimore,2003,54.17
North America,United States of America,Baltimore,2004,55.64
North America,United States of America,Baltimore,2005,55.73
North America,United States of America,Baltimore,2006,57.54
North America,United States of America,Baltimore,2007,56.66
North America,United States of America,Baltimore,2008,55.88
North America,United States of America,Baltimore,2009,55.01
North America,United States of America,Baltimore,2010,57.11
North America,United States of America,Baltimore,2011,57.61
North America,United States of America,Baltimore,2012,58.62
North America,United States of America,Baltimore,2013,55.72
North America,United States of America,Baltimore,2014,54.35
North America,United States of America,Baltimore,2015,56.25
North America,United States of America,Baltimore,2016,57.25
North America,United States of America,Baltimore,2017,57.48
North America,United States of America,Baltimore,2018,56.57
North America,United States of America,Baltimore,2019,57.96
Asia,Thailand,Bangkok,1996,84.32
Asia,Thailand,Bangkok,1997,85.99
Asia,Thailand,Bangkok,1998,83.84
Asia,Thailand,Bangkok,1999,81.71
Asia,Thailand,Bangkok,2000,82.3
Asia,Thailand,Bangkok,2001,82.65
Asia,Thailand,Bangkok,2002,84.73
Asia,Thailand,Bangkok,2003,84.49
Asia,Thailand,Bangkok,2004,84.7
Asia,Thailand,Bangkok,2005,85.06
Asia,Thailand,Bangkok,2006,85.14
Asia,Thailand,Bangkok,2007,84.24
Asia,Thailand,Bangkok,2008,83.19
Asia,Thailand,Bangkok,2009,83.21
Asia,Thailand,Bangkok,2010,84.15
Asia,Thailand,Bangkok,2011,82.78
Africa,Central African Republic,Bangui,1995,78.36
Africa,Central African Republic,Bangui,1996,77.78
Africa,Central African Republic,Bangui,1997,78.83
Africa,Central African Republic,Bangui,1998,79.21
Africa,Central African Republic,Bangui,1999,78.56
Africa,Central African Republic,Bangui,2000,78.34
Africa,Central African Republic,Bangui,2001,77.97
Africa,Central African Republic,Bangui,2002,78.13
Africa,Central African Republic,Bangui,2003,78.29
Africa,Central African Republic,Bangui,2004,78.32
Africa,Central African Republic,Bangui,2005,78.54
Africa,Central African Republic,Bangui,2006,78.52
Africa,Central African Republic,Bangui,2007,79.12
